crop_type,soil_ph,relative_humidity_pct,air_temperature_c,growth_stage,Target_Nutrient,Form,Fertilizer
tomato,7.19,74,20.0,vegetative,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,7.19,74,20.0,vegetative,Nitrogen,Granular / Solution,Urea (46% N)
tomato,7.19,74,20.0,vegetative,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,7.19,74,20.0,vegetative,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,7.19,74,20.0,vegetative,Multiple (slow release),Organic,Compost / Vermicompost
tomato,7.19,74,20.0,vegetative,Zinc,Granular/foliar,Zinc Sulfate
tomato,7.19,74,20.0,vegetative,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,5.95,98,14.7,vegetative,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,5.95,98,14.7,vegetative,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,5.95,98,14.7,vegetative,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,5.95,98,14.7,vegetative,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,5.95,98,14.7,vegetative,Nitrogen,Granular / Solution,Urea (46% N)
tomato,5.95,98,14.7,vegetative,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,5.95,98,14.7,vegetative,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,5.95,98,14.7,vegetative,Multiple (slow release),Organic,Compost / Vermicompost
tomato,5.95,98,14.7,vegetative,Zinc,Granular/foliar,Zinc Sulfate
tomato,5.95,98,14.7,vegetative,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,7.65,63,22.9,vegetative,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,7.65,63,22.9,vegetative,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,7.65,63,22.9,vegetative,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,7.65,63,22.9,vegetative,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,7.65,63,22.9,vegetative,Nitrogen,Granular / Solution,Urea (46% N)
tomato,7.65,63,22.9,vegetative,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,7.65,63,22.9,vegetative,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,7.65,63,22.9,vegetative,Multiple (slow release),Organic,Compost / Vermicompost
tomato,7.65,63,22.9,vegetative,Zinc,Granular/foliar,Zinc Sulfate
tomato,7.65,63,22.9,vegetative,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,5.49,83,21.0,vegetative,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,5.49,83,21.0,vegetative,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,5.49,83,21.0,vegetative,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,5.49,83,21.0,vegetative,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,5.49,83,21.0,vegetative,Nitrogen,Granular / Solution,Urea (46% N)
tomato,5.49,83,21.0,vegetative,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,5.49,83,21.0,vegetative,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,5.49,83,21.0,vegetative,Multiple (slow release),Organic,Compost / Vermicompost
tomato,5.49,83,21.0,vegetative,Zinc,Granular/foliar,Zinc Sulfate
tomato,5.49,83,21.0,vegetative,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,6.28,91,37.8,flowering,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,6.28,91,37.8,flowering,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,6.28,91,37.8,flowering,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,6.28,91,37.8,flowering,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,6.28,91,37.8,flowering,Nitrogen,Granular / Solution,Urea (46% N)
tomato,6.28,91,37.8,flowering,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,6.28,91,37.8,flowering,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,6.28,91,37.8,flowering,Multiple (slow release),Organic,Compost / Vermicompost
tomato,6.28,91,37.8,flowering,Zinc,Granular/foliar,Zinc Sulfate
tomato,6.28,91,37.8,flowering,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,7.27,52,32.5,vegetative,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,7.27,52,32.5,vegetative,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,7.27,52,32.5,vegetative,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,7.27,52,32.5,vegetative,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,7.27,52,32.5,vegetative,Nitrogen,Granular / Solution,Urea (46% N)
tomato,7.27,52,32.5,vegetative,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,7.27,52,32.5,vegetative,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,7.27,52,32.5,vegetative,Multiple (slow release),Organic,Compost / Vermicompost
tomato,7.27,52,32.5,vegetative,Zinc,Granular/foliar,Zinc Sulfate
tomato,7.27,52,32.5,vegetative,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,6.23,48,27.4,vegetative,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,6.23,48,27.4,vegetative,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,6.23,48,27.4,vegetative,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,6.23,48,27.4,vegetative,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,6.23,48,27.4,vegetative,Nitrogen,Granular / Solution,Urea (46% N)
tomato,6.23,48,27.4,vegetative,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,6.23,48,27.4,vegetative,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,6.23,48,27.4,vegetative,Multiple (slow release),Organic,Compost / Vermicompost
tomato,6.23,48,27.4,vegetative,Zinc,Granular/foliar,Zinc Sulfate
tomato,6.23,48,27.4,vegetative,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,6.94,57,28.2,vegetative,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,6.94,57,28.2,vegetative,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,6.94,57,28.2,vegetative,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,6.94,57,28.2,vegetative,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,6.94,57,28.2,vegetative,Nitrogen,Granular / Solution,Urea (46% N)
tomato,6.94,57,28.2,vegetative,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,6.94,57,28.2,vegetative,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,6.94,57,28.2,vegetative,Multiple (slow release),Organic,Compost / Vermicompost
tomato,6.94,57,28.2,vegetative,Zinc,Granular/foliar,Zinc Sulfate
tomato,6.94,57,28.2,vegetative,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,6.57,83,23.1,vegetative,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,6.57,83,23.1,vegetative,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,6.57,83,23.1,vegetative,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,6.57,83,23.1,vegetative,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,6.57,83,23.1,vegetative,Nitrogen,Granular / Solution,Urea (46% N)
tomato,6.57,83,23.1,vegetative,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,6.57,83,23.1,vegetative,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,6.57,83,23.1,vegetative,Multiple (slow release),Organic,Compost / Vermicompost
tomato,6.57,83,23.1,vegetative,Zinc,Granular/foliar,Zinc Sulfate
tomato,6.57,83,23.1,vegetative,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,4.72,69,24.1,vegetative,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,4.72,69,24.1,vegetative,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,4.72,69,24.1,vegetative,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,4.72,69,24.1,vegetative,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,4.72,69,24.1,vegetative,Nitrogen,Granular / Solution,Urea (46% N)
tomato,4.72,69,24.1,vegetative,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,4.72,69,24.1,vegetative,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,4.72,69,24.1,vegetative,Multiple (slow release),Organic,Compost / Vermicompost
tomato,4.72,69,24.1,vegetative,Zinc,Granular/foliar,Zinc Sulfate
tomato,4.72,69,24.1,vegetative,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,6.94,65,29.4,vegetative,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,6.94,65,29.4,vegetative,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,6.94,65,29.4,vegetative,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,6.94,65,29.4,vegetative,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,6.94,65,29.4,vegetative,Nitrogen,Granular / Solution,Urea (46% N)
tomato,6.94,65,29.4,vegetative,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,6.94,65,29.4,vegetative,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,6.94,65,29.4,vegetative,Multiple (slow release),Organic,Compost / Vermicompost
tomato,6.94,65,29.4,vegetative,Zinc,Granular/foliar,Zinc Sulfate
tomato,6.94,65,29.4,vegetative,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,5.77,58,30.9,vegetative,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,5.77,58,30.9,vegetative,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,5.77,58,30.9,vegetative,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,5.77,58,30.9,vegetative,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,5.77,58,30.9,vegetative,Nitrogen,Granular / Solution,Urea (46% N)
tomato,5.77,58,30.9,vegetative,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,5.77,58,30.9,vegetative,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,5.77,58,30.9,vegetative,Multiple (slow release),Organic,Compost / Vermicompost
tomato,5.77,58,30.9,vegetative,Zinc,Granular/foliar,Zinc Sulfate
tomato,5.77,58,30.9,vegetative,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,6.26,36,36.4,flowering,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,6.26,36,36.4,flowering,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,6.26,36,36.4,flowering,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,6.26,36,36.4,flowering,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,6.26,36,36.4,flowering,Nitrogen,Granular / Solution,Urea (46% N)
tomato,6.26,36,36.4,flowering,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,6.26,36,36.4,flowering,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,6.26,36,36.4,flowering,Multiple (slow release),Organic,Compost / Vermicompost
tomato,6.26,36,36.4,flowering,Zinc,Granular/foliar,Zinc Sulfate
tomato,6.26,36,36.4,flowering,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,5.5,42,28.3,vegetative,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,5.5,42,28.3,vegetative,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,5.5,42,28.3,vegetative,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,5.5,42,28.3,vegetative,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,5.5,42,28.3,vegetative,Nitrogen,Granular / Solution,Urea (46% N)
tomato,5.5,42,28.3,vegetative,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,5.5,42,28.3,vegetative,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,5.5,42,28.3,vegetative,Multiple (slow release),Organic,Compost / Vermicompost
tomato,5.5,42,28.3,vegetative,Zinc,Granular/foliar,Zinc Sulfate
tomato,5.5,42,28.3,vegetative,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,6.54,17,33.3,vegetative,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,6.54,17,33.3,vegetative,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,6.54,17,33.3,vegetative,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,6.54,17,33.3,vegetative,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,6.54,17,33.3,vegetative,Nitrogen,Granular / Solution,Urea (46% N)
tomato,6.54,17,33.3,vegetative,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,6.54,17,33.3,vegetative,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,6.54,17,33.3,vegetative,Multiple (slow release),Organic,Compost / Vermicompost
tomato,6.54,17,33.3,vegetative,Zinc,Granular/foliar,Zinc Sulfate
tomato,6.54,17,33.3,vegetative,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,6.85,67,32.3,vegetative,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,6.85,67,32.3,vegetative,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,6.85,67,32.3,vegetative,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,6.85,67,32.3,vegetative,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,6.85,67,32.3,vegetative,Nitrogen,Granular / Solution,Urea (46% N)
tomato,6.85,67,32.3,vegetative,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,6.85,67,32.3,vegetative,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,6.85,67,32.3,vegetative,Multiple (slow release),Organic,Compost / Vermicompost
tomato,6.85,67,32.3,vegetative,Zinc,Granular/foliar,Zinc Sulfate
tomato,6.85,67,32.3,vegetative,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,7.32,71,35.9,flowering,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,7.32,71,35.9,flowering,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,7.32,71,35.9,flowering,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,7.32,71,35.9,flowering,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,7.32,71,35.9,flowering,Nitrogen,Granular / Solution,Urea (46% N)
tomato,7.32,71,35.9,flowering,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,7.32,71,35.9,flowering,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,7.32,71,35.9,flowering,Multiple (slow release),Organic,Compost / Vermicompost
tomato,7.32,71,35.9,flowering,Zinc,Granular/foliar,Zinc Sulfate
tomato,7.32,71,35.9,flowering,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,5.23,58,23.2,vegetative,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,5.23,58,23.2,vegetative,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,5.23,58,23.2,vegetative,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,5.23,58,23.2,vegetative,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,5.23,58,23.2,vegetative,Nitrogen,Granular / Solution,Urea (46% N)
tomato,5.23,58,23.2,vegetative,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,5.23,58,23.2,vegetative,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,5.23,58,23.2,vegetative,Multiple (slow release),Organic,Compost / Vermicompost
tomato,5.23,58,23.2,vegetative,Zinc,Granular/foliar,Zinc Sulfate
tomato,5.23,58,23.2,vegetative,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,6.93,66,23.0,vegetative,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,6.93,66,23.0,vegetative,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,6.93,66,23.0,vegetative,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,6.93,66,23.0,vegetative,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,6.93,66,23.0,vegetative,Nitrogen,Granular / Solution,Urea (46% N)
tomato,6.93,66,23.0,vegetative,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,6.93,66,23.0,vegetative,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,6.93,66,23.0,vegetative,Multiple (slow release),Organic,Compost / Vermicompost
tomato,6.93,66,23.0,vegetative,Zinc,Granular/foliar,Zinc Sulfate
tomato,6.93,66,23.0,vegetative,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,4.39,74,26.8,flowering,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,4.39,74,26.8,flowering,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,4.39,74,26.8,flowering,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,4.39,74,26.8,flowering,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,4.39,74,26.8,flowering,Nitrogen,Granular / Solution,Urea (46% N)
tomato,4.39,74,26.8,flowering,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,4.39,74,26.8,flowering,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,4.39,74,26.8,flowering,Multiple (slow release),Organic,Compost / Vermicompost
tomato,4.39,74,26.8,flowering,Zinc,Granular/foliar,Zinc Sulfate
tomato,4.39,74,26.8,flowering,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,6.57,49,9.9,vegetative,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,6.57,49,9.9,vegetative,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,6.57,49,9.9,vegetative,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,6.57,49,9.9,vegetative,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,6.57,49,9.9,vegetative,Nitrogen,Granular / Solution,Urea (46% N)
tomato,6.57,49,9.9,vegetative,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,6.57,49,9.9,vegetative,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,6.57,49,9.9,vegetative,Multiple (slow release),Organic,Compost / Vermicompost
tomato,6.57,49,9.9,vegetative,Zinc,Granular/foliar,Zinc Sulfate
tomato,6.57,49,9.9,vegetative,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,5.78,71,24.8,flowering,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,5.78,71,24.8,flowering,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,5.78,71,24.8,flowering,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,5.78,71,24.8,flowering,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,5.78,71,24.8,flowering,Nitrogen,Granular / Solution,Urea (46% N)
tomato,5.78,71,24.8,flowering,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,5.78,71,24.8,flowering,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,5.78,71,24.8,flowering,Multiple (slow release),Organic,Compost / Vermicompost
tomato,5.78,71,24.8,flowering,Zinc,Granular/foliar,Zinc Sulfate
tomato,5.78,71,24.8,flowering,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,7.19,37,24.2,vegetative,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,7.19,37,24.2,vegetative,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,7.19,37,24.2,vegetative,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,7.19,37,24.2,vegetative,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,7.19,37,24.2,vegetative,Nitrogen,Granular / Solution,Urea (46% N)
tomato,7.19,37,24.2,vegetative,Phosphorus & Calcium,Powder / Organic,Bone Meal (High P organic)
tomato,7.19,37,24.2,vegetative,Trace elements & growth promoters,Liquid (foliar),Seaweed Extract (biostimulant)
tomato,7.19,37,24.2,vegetative,Multiple (slow release),Organic,Compost / Vermicompost
tomato,7.19,37,24.2,vegetative,Zinc,Granular/foliar,Zinc Sulfate
tomato,7.19,37,24.2,vegetative,Balanced micronutrients & NPK,Liquid (foliar),"Foliar NPK spray (e.g., 20-20-20 soluble)"
tomato,6.53,72,26.7,vegetative,Calcium & Nitrogen,Granular / Soluble,Calcium Nitrate (Ca(NO3)2)
tomato,6.53,72,26.7,vegetative,Phosphorus,Granular,NPK 10-52-10 (high P starter)
tomato,6.53,72,26.7,vegetative,Potassium & Sulfur,Granular,Potassium Sulfate (K2SO4)
tomato,6.53,72,26.7,vegetative,Magnesium (Mg),Soluble,Magnesium Sulfate (Epsom salt)
tomato,6.53,72,26.7,vegetative,Nitrogen,Granular / Solution,Urea (46% N)
